Date,ConfirmedCases,Fatalities,Location,Country
2020-01-25,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-01-26,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-01-27,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-01-28,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-01-29,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-01-30,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-01-31,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-01,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-02,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-03,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-04,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-05,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-06,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-07,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-08,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-09,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-10,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-11,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-12,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-13,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-14,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-15,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-16,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-17,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-18,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-19,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-20,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-21,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-22,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-23,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-24,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-25,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-26,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-27,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-28,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-02-29,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-01,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-02,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-03,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-04,0.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-05,2.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-06,2.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-07,3.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-08,3.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-09,3.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-10,5.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-11,7.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-12,11.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-13,13.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-14,18.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-15,24.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-16,25.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-17,26.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-18,38.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-19,63.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-20,89.0,0.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-21,93.0,1.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-22,126.0,1.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-23,136.0,1.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-24,166.0,3.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-25,176.0,3.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-26,191.0,3.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-27,237.0,4.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-28,258.0,5.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-29,323.0,6.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-30,368.0,10.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-03-31,420.0,13.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-01,459.0,13.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-02,533.0,16.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-03,579.0,17.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-04,624.0,21.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-05,654.0,23.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-06,674.0,29.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-07,764.0,33.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-08,804.0,34.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-09,858.0,35.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-10,901.0,36.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-11,946.0,37.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-12,1009.0,39.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-13,1037.0,39.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-04-14,1083.0,40.0,Bosnia and Herzegovina,Bosnia and Herzegovina
2020-01-22,0.0,0.0,Botswana,Botswana
2020-01-23,0.0,0.0,Botswana,Botswana
2020-01-24,0.0,0.0,Botswana,Botswana
2020-01-25,0.0,0.0,Botswana,Botswana
2020-01-26,0.0,0.0,Botswana,Botswana
2020-01-27,0.0,0.0,Botswana,Botswana
2020-01-28,0.0,0.0,Botswana,Botswana
2020-01-29,0.0,0.0,Botswana,Botswana
2020-01-30,0.0,0.0,Botswana,Botswana
2020-01-31,0.0,0.0,Botswana,Botswana
2020-02-01,0.0,0.0,Botswana,Botswana
2020-02-02,0.0,0.0,Botswana,Botswana
2020-02-03,0.0,0.0,Botswana,Botswana
2020-02-04,0.0,0.0,Botswana,Botswana
2020-02-05,0.0,0.0,Botswana,Botswana
2020-02-06,0.0,0.0,Botswana,Botswana
2020-02-07,0.0,0.0,Botswana,Botswana
2020-02-08,0.0,0.0,Botswana,Botswana
2020-02-09,0.0,0.0,Botswana,Botswana
2020-02-10,0.0,0.0,Botswana,Botswana
2020-02-11,0.0,0.0,Botswana,Botswana
2020-02-12,0.0,0.0,Botswana,Botswana
2020-02-13,0.0,0.0,Botswana,Botswana
2020-02-14,0.0,0.0,Botswana,Botswana
2020-02-15,0.0,0.0,Botswana,Botswana
2020-02-16,0.0,0.0,Botswana,Botswana
2020-02-17,0.0,0.0,Botswana,Botswana
2020-02-18,0.0,0.0,Botswana,Botswana
2020-02-19,0.0,0.0,Botswana,Botswana
2020-02-20,0.0,0.0,Botswana,Botswana
2020-02-21,0.0,0.0,Botswana,Botswana
2020-02-22,0.0,0.0,Botswana,Botswana
2020-02-23,0.0,0.0,Botswana,Botswana
2020-02-24,0.0,0.0,Botswana,Botswana
2020-02-25,0.0,0.0,Botswana,Botswana
2020-02-26,0.0,0.0,Botswana,Botswana
2020-02-27,0.0,0.0,Botswana,Botswana
2020-02-28,0.0,0.0,Botswana,Botswana
2020-02-29,0.0,0.0,Botswana,Botswana
2020-03-01,0.0,0.0,Botswana,Botswana
2020-03-02,0.0,0.0,Botswana,Botswana
2020-03-03,0.0,0.0,Botswana,Botswana
2020-03-04,0.0,0.0,Botswana,Botswana
2020-03-05,0.0,0.0,Botswana,Botswana
2020-03-06,0.0,0.0,Botswana,Botswana
2020-03-07,0.0,0.0,Botswana,Botswana
2020-03-08,0.0,0.0,Botswana,Botswana
2020-03-09,0.0,0.0,Botswana,Botswana
2020-03-10,0.0,0.0,Botswana,Botswana
2020-03-11,0.0,0.0,Botswana,Botswana
2020-03-12,0.0,0.0,Botswana,Botswana
2020-03-13,0.0,0.0,Botswana,Botswana
2020-03-14,0.0,0.0,Botswana,Botswana
2020-03-15,0.0,0.0,Botswana,Botswana
2020-03-16,0.0,0.0,Botswana,Botswana
2020-03-17,0.0,0.0,Botswana,Botswana
2020-03-18,0.0,0.0,Botswana,Botswana
2020-03-19,0.0,0.0,Botswana,Botswana
2020-03-20,0.0,0.0,Botswana,Botswana
2020-03-21,0.0,0.0,Botswana,Botswana
2020-03-22,0.0,0.0,Botswana,Botswana
2020-03-23,0.0,0.0,Botswana,Botswana
2020-03-24,0.0,0.0,Botswana,Botswana
2020-03-25,0.0,0.0,Botswana,Botswana
2020-03-26,0.0,0.0,Botswana,Botswana
2020-03-27,0.0,0.0,Botswana,Botswana
2020-03-28,0.0,0.0,Botswana,Botswana
2020-03-29,0.0,0.0,Botswana,Botswana
2020-03-30,3.0,0.0,Botswana,Botswana
2020-03-31,4.0,1.0,Botswana,Botswana
2020-04-01,4.0,1.0,Botswana,Botswana
2020-04-02,4.0,1.0,Botswana,Botswana
2020-04-03,4.0,1.0,Botswana,Botswana
2020-04-04,4.0,1.0,Botswana,Botswana
2020-04-05,6.0,1.0,Botswana,Botswana
2020-04-06,6.0,1.0,Botswana,Botswana
2020-04-07,6.0,1.0,Botswana,Botswana
2020-04-08,6.0,1.0,Botswana,Botswana
2020-04-09,13.0,1.0,Botswana,Botswana
2020-04-10,13.0,1.0,Botswana,Botswana
2020-04-11,13.0,1.0,Botswana,Botswana
2020-04-12,13.0,1.0,Botswana,Botswana
2020-04-13,13.0,1.0,Botswana,Botswana
2020-04-14,13.0,1.0,Botswana,Botswana
2020-01-22,0.0,0.0,Brazil,Brazil
2020-01-23,0.0,0.0,Brazil,Brazil
2020-01-24,0.0,0.0,Brazil,Brazil
2020-01-25,0.0,0.0,Brazil,Brazil
2020-01-26,0.0,0.0,Brazil,Brazil
2020-01-27,0.0,0.0,Brazil,Brazil
2020-01-28,0.0,0.0,Brazil,Brazil
2020-01-29,0.0,0.0,Brazil,Brazil
2020-01-30,0.0,0.0,Brazil,Brazil
2020-01-31,0.0,0.0,Brazil,Brazil
2020-02-01,0.0,0.0,Brazil,Brazil
2020-02-02,0.0,0.0,Brazil,Brazil
2020-02-03,0.0,0.0,Brazil,Brazil
2020-02-04,0.0,0.0,Brazil,Brazil
2020-02-05,0.0,0.0,Brazil,Brazil
2020-02-06,0.0,0.0,Brazil,Brazil
2020-02-07,0.0,0.0,Brazil,Brazil
2020-02-08,0.0,0.0,Brazil,Brazil
2020-02-09,0.0,0.0,Brazil,Brazil
2020-02-10,0.0,0.0,Brazil,Brazil
2020-02-11,0.0,0.0,Brazil,Brazil
2020-02-12,0.0,0.0,Brazil,Brazil
2020-02-13,0.0,0.0,Brazil,Brazil
2020-02-14,0.0,0.0,Brazil,Brazil
2020-02-15,0.0,0.0,Brazil,Brazil
2020-02-16,0.0,0.0,Brazil,Brazil
2020-02-17,0.0,0.0,Brazil,Brazil
2020-02-18,0.0,0.0,Brazil,Brazil
2020-02-19,0.0,0.0,Brazil,Brazil
2020-02-20,0.0,0.0,Brazil,Brazil
2020-02-21,0.0,0.0,Brazil,Brazil
2020-02-22,0.0,0.0,Brazil,Brazil
2020-02-23,0.0,0.0,Brazil,Brazil
2020-02-24,0.0,0.0,Brazil,Brazil
2020-02-25,0.0,0.0,Brazil,Brazil
2020-02-26,1.0,0.0,Brazil,Brazil
2020-02-27,1.0,0.0,Brazil,Brazil
2020-02-28,1.0,0.0,Brazil,Brazil
2020-02-29,2.0,0.0,Brazil,Brazil
2020-03-01,2.0,0.0,Brazil,Brazil
2020-03-02,2.0,0.0,Brazil,Brazil
2020-03-03,2.0,0.0,Brazil,Brazil
2020-03-04,4.0,0.0,Brazil,Brazil
2020-03-05,4.0,0.0,Brazil,Brazil
2020-03-06,13.0,0.0,Brazil,Brazil
2020-03-07,13.0,0.0,Brazil,Brazil
2020-03-08,20.0,0.0,Brazil,Brazil
2020-03-09,25.0,0.0,Brazil,Brazil
2020-03-10,31.0,0.0,Brazil,Brazil
2020-03-11,38.0,0.0,Brazil,Brazil
2020-03-12,52.0,0.0,Brazil,Brazil
2020-03-13,151.0,0.0,Brazil,Brazil
2020-03-14,151.0,0.0,Brazil,Brazil
2020-03-15,162.0,0.0,Brazil,Brazil
2020-03-16,200.0,0.0,Brazil,Brazil
2020-03-17,321.0,1.0,Brazil,Brazil
2020-03-18,372.0,3.0,Brazil,Brazil
2020-03-19,621.0,6.0,Brazil,Brazil
2020-03-20,793.0,11.0,Brazil,Brazil
2020-03-21,1021.0,15.0,Brazil,Brazil
2020-03-22,1546.0,25.0,Brazil,Brazil
2020-03-23,1924.0,34.0,Brazil,Brazil
2020-03-24,2247.0,46.0,Brazil,Brazil
2020-03-25,2554.0,59.0,Brazil,Brazil
2020-03-26,2985.0,77.0,Brazil,Brazil
2020-03-27,3417.0,92.0,Brazil,Brazil
2020-03-28,3904.0,111.0,Brazil,Brazil
2020-03-29,4256.0,136.0,Brazil,Brazil
2020-03-30,4579.0,159.0,Brazil,Brazil
2020-03-31,5717.0,201.0,Brazil,Brazil
2020-04-01,6836.0,240.0,Brazil,Brazil
2020-04-02,8044.0,324.0,Brazil,Brazil
2020-04-03,9056.0,359.0,Brazil,Brazil
2020-04-04,10360.0,445.0,Brazil,Brazil
2020-04-05,11130.0,486.0,Brazil,Brazil
2020-04-06,12161.0,564.0,Brazil,Brazil
2020-04-07,14034.0,686.0,Brazil,Brazil
2020-04-08,16170.0,819.0,Brazil,Brazil
2020-04-09,18092.0,950.0,Brazil,Brazil
2020-04-10,19638.0,1057.0,Brazil,Brazil
2020-04-11,20727.0,1124.0,Brazil,Brazil
2020-04-12,22192.0,1223.0,Brazil,Brazil
2020-04-13,23430.0,1328.0,Brazil,Brazil
2020-04-14,25262.0,1532.0,Brazil,Brazil
2020-01-22,0.0,0.0,Brunei,Brunei
2020-01-23,0.0,0.0,Brunei,Brunei
2020-01-24,0.0,0.0,Brunei,Brunei
2020-01-25,0.0,0.0,Brunei,Brunei
2020-01-26,0.0,0.0,Brunei,Brunei
2020-01-27,0.0,0.0,Brunei,Brunei
2020-01-28,0.0,0.0,Brunei,Brunei
2020-01-29,0.0,0.0,Brunei,Brunei
2020-01-30,0.0,0.0,Brunei,Brunei
2020-01-31,0.0,0.0,Brunei,Brunei
2020-02-01,0.0,0.0,Brunei,Brunei
2020-02-02,0.0,0.0,Brunei,Brunei
2020-02-03,0.0,0.0,Brunei,Brunei
2020-02-04,0.0,0.0,Brunei,Brunei
2020-02-05,0.0,0.0,Brunei,Brunei
2020-02-06,0.0,0.0,Brunei,Brunei
2020-02-07,0.0,0.0,Brunei,Brunei
2020-02-08,0.0,0.0,Brunei,Brunei
2020-02-09,0.0,0.0,Brunei,Brunei
2020-02-10,0.0,0.0,Brunei,Brunei
2020-02-11,0.0,0.0,Brunei,Brunei
2020-02-12,0.0,0.0,Brunei,Brunei
2020-02-13,0.0,0.0,Brunei,Brunei
2020-02-14,0.0,0.0,Brunei,Brunei
2020-02-15,0.0,0.0,Brunei,Brunei
2020-02-16,0.0,0.0,Brunei,Brunei
2020-02-17,0.0,0.0,Brunei,Brunei
2020-02-18,0.0,0.0,Brunei,Brunei
2020-02-19,0.0,0.0,Brunei,Brunei
2020-02-20,0.0,0.0,Brunei,Brunei
2020-02-21,0.0,0.0,Brunei,Brunei
2020-02-22,0.0,0.0,Brunei,Brunei
2020-02-23,0.0,0.0,Brunei,Brunei
2020-02-24,0.0,0.0,Brunei,Brunei
2020-02-25,0.0,0.0,Brunei,Brunei
2020-02-26,0.0,0.0,Brunei,Brunei
2020-02-27,0.0,0.0,Brunei,Brunei
2020-02-28,0.0,0.0,Brunei,Brunei
2020-02-29,0.0,0.0,Brunei,Brunei
2020-03-01,0.0,0.0,Brunei,Brunei
2020-03-02,0.0,0.0,Brunei,Brunei
2020-03-03,0.0,0.0,Brunei,Brunei
2020-03-04,0.0,0.0,Brunei,Brunei
2020-03-05,0.0,0.0,Brunei,Brunei
2020-03-06,0.0,0.0,Brunei,Brunei
2020-03-07,0.0,0.0,Brunei,Brunei
2020-03-08,0.0,0.0,Brunei,Brunei
2020-03-09,1.0,0.0,Brunei,Brunei
2020-03-10,1.0,0.0,Brunei,Brunei
2020-03-11,11.0,0.0,Brunei,Brunei
2020-03-12,11.0,0.0,Brunei,Brunei
2020-03-13,37.0,0.0,Brunei,Brunei
2020-03-14,40.0,0.0,Brunei,Brunei
2020-03-15,50.0,0.0,Brunei,Brunei
2020-03-16,54.0,0.0,Brunei,Brunei
2020-03-17,56.0,0.0,Brunei,Brunei
2020-03-18,68.0,0.0,Brunei,Brunei
2020-03-19,75.0,0.0,Brunei,Brunei
2020-03-20,78.0,0.0,Brunei,Brunei
2020-03-21,83.0,0.0,Brunei,Brunei
2020-03-22,88.0,0.0,Brunei,Brunei
2020-03-23,91.0,0.0,Brunei,Brunei
2020-03-24,104.0,0.0,Brunei,Brunei
2020-03-25,109.0,0.0,Brunei,Brunei
2020-03-26,114.0,0.0,Brunei,Brunei
2020-03-27,115.0,0.0,Brunei,Brunei
2020-03-28,120.0,1.0,Brunei,Brunei
2020-03-29,126.0,1.0,Brunei,Brunei
2020-03-30,127.0,1.0,Brunei,Brunei
2020-03-31,129.0,1.0,Brunei,Brunei
2020-04-01,131.0,1.0,Brunei,Brunei
2020-04-02,133.0,1.0,Brunei,Brunei
2020-04-03,134.0,1.0,Brunei,Brunei
2020-04-04,135.0,1.0,Brunei,Brunei
2020-04-05,135.0,1.0,Brunei,Brunei
2020-04-06,135.0,1.0,Brunei,Brunei
2020-04-07,135.0,1.0,Brunei,Brunei
2020-04-08,135.0,1.0,Brunei,Brunei
2020-04-09,135.0,1.0,Brunei,Brunei
2020-04-10,136.0,1.0,Brunei,Brunei
2020-04-11,136.0,1.0,Brunei,Brunei
2020-04-12,136.0,1.0,Brunei,Brunei
2020-04-13,136.0,1.0,Brunei,Brunei
2020-04-14,136.0,1.0,Brunei,Brunei
2020-01-22,0.0,0.0,Bulgaria,Bulgaria
2020-01-23,0.0,0.0,Bulgaria,Bulgaria
2020-01-24,0.0,0.0,Bulgaria,Bulgaria
2020-01-25,0.0,0.0,Bulgaria,Bulgaria
2020-01-26,0.0,0.0,Bulgaria,Bulgaria
2020-01-27,0.0,0.0,Bulgaria,Bulgaria
2020-01-28,0.0,0.0,Bulgaria,Bulgaria
2020-01-29,0.0,0.0,Bulgaria,Bulgaria
2020-01-30,0.0,0.0,Bulgaria,Bulgaria
2020-01-31,0.0,0.0,Bulgaria,Bulgaria
2020-02-01,0.0,0.0,Bulgaria,Bulgaria
2020-02-02,0.0,0.0,Bulgaria,Bulgaria
2020-02-03,0.0,0.0,Bulgaria,Bulgaria
2020-02-04,0.0,0.0,Bulgaria,Bulgaria
2020-02-05,0.0,0.0,Bulgaria,Bulgaria
2020-02-06,0.0,0.0,Bulgaria,Bulgaria
2020-02-07,0.0,0.0,Bulgaria,Bulgaria
2020-02-08,0.0,0.0,Bulgaria,Bulgaria
2020-02-09,0.0,0.0,Bulgaria,Bulgaria
2020-02-10,0.0,0.0,Bulgaria,Bulgaria
2020-02-11,0.0,0.0,Bulgaria,Bulgaria
2020-02-12,0.0,0.0,Bulgaria,Bulgaria
2020-02-13,0.0,0.0,Bulgaria,Bulgaria
2020-02-14,0.0,0.0,Bulgaria,Bulgaria
2020-02-15,0.0,0.0,Bulgaria,Bulgaria
2020-02-16,0.0,0.0,Bulgaria,Bulgaria
2020-02-17,0.0,0.0,Bulgaria,Bulgaria
2020-02-18,0.0,0.0,Bulgaria,Bulgaria
2020-02-19,0.0,0.0,Bulgaria,Bulgaria
2020-02-20,0.0,0.0,Bulgaria,Bulgaria
2020-02-21,0.0,0.0,Bulgaria,Bulgaria
2020-02-22,0.0,0.0,Bulgaria,Bulgaria
2020-02-23,0.0,0.0,Bulgaria,Bulgaria
2020-02-24,0.0,0.0,Bulgaria,Bulgaria
2020-02-25,0.0,0.0,Bulgaria,Bulgaria
2020-02-26,0.0,0.0,Bulgaria,Bulgaria
2020-02-27,0.0,0.0,Bulgaria,Bulgaria
2020-02-28,0.0,0.0,Bulgaria,Bulgaria
2020-02-29,0.0,0.0,Bulgaria,Bulgaria
2020-03-01,0.0,0.0,Bulgaria,Bulgaria
2020-03-02,0.0,0.0,Bulgaria,Bulgaria
2020-03-03,0.0,0.0,Bulgaria,Bulgaria
2020-03-04,0.0,0.0,Bulgaria,Bulgaria
2020-03-05,0.0,0.0,Bulgaria,Bulgaria
2020-03-06,0.0,0.0,Bulgaria,Bulgaria
2020-03-07,0.0,0.0,Bulgaria,Bulgaria
2020-03-08,4.0,0.0,Bulgaria,Bulgaria
2020-03-09,4.0,0.0,Bulgaria,Bulgaria
2020-03-10,4.0,0.0,Bulgaria,Bulgaria
2020-03-11,7.0,1.0,Bulgaria,Bulgaria
2020-03-12,7.0,1.0,Bulgaria,Bulgaria
2020-03-13,23.0,1.0,Bulgaria,Bulgaria
2020-03-14,41.0,2.0,Bulgaria,Bulgaria
2020-03-15,51.0,2.0,Bulgaria,Bulgaria
2020-03-16,52.0,2.0,Bulgaria,Bulgaria
2020-03-17,67.0,2.0,Bulgaria,Bulgaria
2020-03-18,92.0,2.0,Bulgaria,Bulgaria
2020-03-19,94.0,3.0,Bulgaria,Bulgaria
2020-03-20,127.0,3.0,Bulgaria,Bulgaria
2020-03-21,163.0,3.0,Bulgaria,Bulgaria
2020-03-22,187.0,3.0,Bulgaria,Bulgaria
2020-03-23,201.0,3.0,Bulgaria,Bulgaria
2020-03-24,218.0,3.0,Bulgaria,Bulgaria
2020-03-25,242.0,3.0,Bulgaria,Bulgaria
2020-03-26,264.0,3.0,Bulgaria,Bulgaria
2020-03-27,293.0,3.0,Bulgaria,Bulgaria
2020-03-28,331.0,7.0,Bulgaria,Bulgaria
2020-03-29,346.0,8.0,Bulgaria,Bulgaria
2020-03-30,359.0,8.0,Bulgaria,Bulgaria
2020-03-31,399.0,8.0,Bulgaria,Bulgaria
2020-04-01,422.0,10.0,Bulgaria,Bulgaria
2020-04-02,457.0,10.0,Bulgaria,Bulgaria
2020-04-03,485.0,14.0,Bulgaria,Bulgaria
2020-04-04,503.0,17.0,Bulgaria,Bulgaria
2020-04-05,531.0,20.0,Bulgaria,Bulgaria
2020-04-06,549.0,22.0,Bulgaria,Bulgaria
2020-04-07,577.0,23.0,Bulgaria,Bulgaria
2020-04-08,593.0,24.0,Bulgaria,Bulgaria
2020-04-09,618.0,24.0,Bulgaria,Bulgaria
2020-04-10,635.0,25.0,Bulgaria,Bulgaria
2020-04-11,661.0,28.0,Bulgaria,Bulgaria
2020-04-12,675.0,29.0,Bulgaria,Bulgaria
2020-04-13,685.0,32.0,Bulgaria,Bulgaria
2020-04-14,713.0,35.0,Bulgaria,Bulgaria
2020-01-22,0.0,0.0,Burkina Faso,Burkina Faso
2020-01-23,0.0,0.0,Burkina Faso,Burkina Faso
2020-01-24,0.0,0.0,Burkina Faso,Burkina Faso
2020-01-25,0.0,0.0,Burkina Faso,Burkina Faso
2020-01-26,0.0,0.0,Burkina Faso,Burkina Faso
2020-01-27,0.0,0.0,Burkina Faso,Burkina Faso
2020-01-28,0.0,0.0,Burkina Faso,Burkina Faso
2020-01-29,0.0,0.0,Burkina Faso,Burkina Faso
2020-01-30,0.0,0.0,Burkina Faso,Burkina Faso
2020-01-31,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-01,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-02,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-03,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-04,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-05,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-06,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-07,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-08,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-09,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-10,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-11,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-12,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-13,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-14,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-15,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-16,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-17,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-18,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-19,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-20,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-21,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-22,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-23,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-24,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-25,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-26,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-27,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-28,0.0,0.0,Burkina Faso,Burkina Faso
2020-02-29,0.0,0.0,Burkina Faso,Burkina Faso
2020-03-01,0.0,0.0,Burkina Faso,Burkina Faso
2020-03-02,0.0,0.0,Burkina Faso,Burkina Faso
2020-03-03,0.0,0.0,Burkina Faso,Burkina Faso
2020-03-04,0.0,0.0,Burkina Faso,Burkina Faso
2020-03-05,0.0,0.0,Burkina Faso,Burkina Faso
2020-03-06,0.0,0.0,Burkina Faso,Burkina Faso
2020-03-07,0.0,0.0,Burkina Faso,Burkina Faso
2020-03-08,0.0,0.0,Burkina Faso,Burkina Faso
2020-03-09,0.0,0.0,Burkina Faso,Burkina Faso
2020-03-10,1.0,0.0,Burkina Faso,Burkina Faso
2020-03-11,2.0,0.0,Burkina Faso,Burkina Faso
2020-03-12,2.0,0.0,Burkina Faso,Burkina Faso
2020-03-13,2.0,0.0,Burkina Faso,Burkina Faso
2020-03-14,2.0,0.0,Burkina Faso,Burkina Faso
2020-03-15,3.0,0.0,Burkina Faso,Burkina Faso
2020-03-16,15.0,0.0,Burkina Faso,Burkina Faso
2020-03-17,15.0,0.0,Burkina Faso,Burkina Faso
2020-03-18,20.0,1.0,Burkina Faso,Burkina Faso
2020-03-19,33.0,1.0,Burkina Faso,Burkina Faso
2020-03-20,40.0,1.0,Burkina Faso,Burkina Faso
2020-03-21,64.0,2.0,Burkina Faso,Burkina Faso
